monitor_id,event_time,db_user,session_id,cpu_utilization,memory_utilization,active_connections,disk_read_kb,disk_write_kb,backup_status
27370,2026-03-18 15:44:07.5,hr_staff_049,sess_hr_staff_049_2026-03-18_G4_81df80,23.10,33.87,68,326.65,39.71,N/A
27369,2026-03-18 15:47:26,security_analyst_071,sess_security_analyst_071_2026-03-18_G4_c19a28,19.09,28.20,64,776.24,122.34,N/A
27368,2026-03-18 15:52:14.5,security_analyst_072,sess_security_analyst_072_2026-03-18_G4_301a95,19.64,42.85,74,553.12,62.02,N/A
27371,2026-03-18 16:00:41.5,developer_064,sess_developer_064_2026-03-18_G4_6ec398,25.32,39.97,83,295.84,85.52,N/A
27374,2026-03-18 16:01:35,developer_065,sess_developer_065_2026-03-18_G4_5e2813,13.80,32.59,62,398.85,16.51,N/A
27373,2026-03-18 16:01:38,sales_staff_017,sess_sales_staff_017_2026-03-18_G4_a0cb21,19.07,44.33,117,546.04,128.88,N/A
27372,2026-03-18 16:06:59,procurement_staff_036,sess_procurement_staff_036_2026-03-18_G4_b768ef,11.64,40.61,97,542.55,28.68,N/A
27377,2026-03-18 16:08:11.5,hr_staff_049,sess_hr_staff_049_2026-03-18_G4_a6efcc,12.95,41.31,98,255.01,89.78,N/A
27375,2026-03-18 16:08:33,sales_staff_013,sess_sales_staff_013_2026-03-18_G4_425ccb,17.74,24.18,119,195.76,59.25,N/A
27376,2026-03-18 16:08:42,developer_063,sess_developer_063_2026-03-18_G4_d38bb1,12.43,41.54,94,297.06,103.84,N/A
27380,2026-03-18 16:10:22,developer_065,sess_developer_065_2026-03-18_G4_5e2813,11.12,32.74,84,442.75,32.02,N/A
27379,2026-03-18 16:15:29.5,data_engineer_070,sess_data_engineer_070_2026-03-18_G4_0998f4,11.14,39.36,80,136.52,77.00,N/A
27378,2026-03-18 16:16:21,security_manager_073,sess_security_manager_073_2026-03-18_G4_75800f,15.14,37.23,94,262.23,105.00,N/A
27381,2026-03-18 16:29:49,finance_manager_035,sess_finance_manager_035_2026-03-18_G4_5cbebc,19.34,35.73,119,194.77,101.25,N/A
27382,2026-03-18 16:30:15.5,senior_analyst_058,sess_senior_analyst_058_2026-03-18_G4_815b5a,12.25,23.16,120,311.92,95.97,N/A
27383,2026-03-18 16:38:18,sales_manager_021,sess_sales_manager_021_2026-03-18_G4_fa15b5,14.68,34.85,72,806.37,86.77,N/A
27385,2026-03-18 16:42:27,junior_dba_075,sess_junior_dba_075_2026-03-18_G4_0abf41,19.95,43.28,70,483.47,50.87,N/A
27384,2026-03-18 16:42:36.5,senior_dba_078,sess_senior_dba_078_2026-03-18_G4_5d53ef,20.51,37.42,99,539.55,43.11,OK
27387,2026-03-18 16:52:29,procurement_staff_041,sess_procurement_staff_041_2026-03-18_G4_54152b,10.07,31.91,72,387.88,37.98,N/A
27386,2026-03-18 17:02:23,sales_staff_008,sess_sales_staff_008_2026-03-18_G4_77b506,15.40,27.84,102,247.01,92.42,N/A
27389,2026-03-18 17:02:31,sales_staff_008,sess_sales_staff_008_2026-03-18_G4_77b506,17.67,40.65,115,259.09,69.80,N/A
27388,2026-03-18 17:06:33.5,sales_staff_004,sess_sales_staff_004_2026-03-18_G4_d017ac,23.13,31.41,117,347.68,89.49,N/A
27390,2026-03-18 17:17:43.5,accountant_028,sess_accountant_028_2026-03-18_G4_b959fa,19.61,35.34,73,504.11,113.37,N/A
27391,2026-03-18 17:20:11.5,junior_dba_074,sess_junior_dba_074_2026-03-18_G4_76d368,17.90,36.58,108,334.22,78.84,N/A
27392,2026-03-18 17:22:02.5,sales_staff_002,sess_sales_staff_002_2026-03-18_G4_5e5c8f,14.83,30.46,118,134.35,51.42,N/A
27393,2026-03-18 17:23:50,hr_staff_048,sess_hr_staff_048_2026-03-18_G4_c036b9,22.45,43.29,71,614.78,58.89,N/A
27395,2026-03-18 17:29:34.5,sales_staff_016,sess_sales_staff_016_2026-03-18_G4_5223e5,22.40,32.65,102,881.11,100.72,N/A
27394,2026-03-18 17:42:30,hr_manager_052,sess_hr_manager_052_2026-03-18_G4_0e6a21,33.26,32.27,94,612.21,101.20,N/A
27396,2026-03-18 17:43:09.5,data_analyst_056,sess_data_analyst_056_2026-03-18_G4_a60739,21.64,25.66,100,256.01,37.34,N/A
27397,2026-03-18 17:49:55,sales_staff_015,sess_sales_staff_015_2026-03-18_G4_6db5ad,22.76,33.63,62,505.92,62.48,N/A
27398,2026-03-18 17:55:32.5,data_analyst_054,sess_data_analyst_054_2026-03-18_G4_b56a54,19.89,26.37,67,102.47,116.29,N/A
27400,2026-03-18 17:58:46,sales_staff_004,sess_sales_staff_004_2026-03-18_G4_53a3ec,16.93,35.61,88,512.30,43.84,N/A
27403,2026-03-18 18:01:13,finance_manager_035,sess_finance_manager_035_2026-03-18_G4_3d2db7,19.04,22.02,107,466.94,94.80,N/A
27402,2026-03-18 18:04:52.5,junior_dba_076,sess_junior_dba_076_2026-03-18_G4_89bc92,12.68,35.40,116,205.31,79.56,N/A
27401,2026-03-18 18:05:39.5,finance_manager_035,sess_finance_manager_035_2026-03-18_G4_3d2db7,19.88,25.64,119,557.02,113.52,N/A
27399,2026-03-18 18:06:48,hr_manager_052,sess_hr_manager_052_2026-03-18_G4_0f7f70,29.78,27.66,114,146.62,156.72,N/A
27404,2026-03-18 18:23:42,finance_manager_035,sess_finance_manager_035_2026-03-18_G4_3d2db7,15.76,27.51,69,465.02,75.88,N/A
27405,2026-03-18 20:15:56.5,junior_dba_076,sess_junior_dba_076_2026-03-18_G5_e723de,16.06,31.82,108,483.26,114.39,N/A
27406,2026-03-18 22:48:09.5,junior_dba_075,sess_junior_dba_075_2026-03-18_G5_1be5b3,19.95,24.64,82,302.80,115.41,N/A
27407,2026-03-19 00:58:06.5,senior_dba_078,sess_senior_dba_078_2026-03-19_G5_d978fa,20.29,38.63,66,184.22,100.25,OK
27408,2026-03-19 02:33:18,procurement_staff_041,sess_procurement_staff_041_2026-03-19_G5_c263df,14.29,33.84,82,458.26,142.75,N/A
27409,2026-03-19 05:25:08.5,hr_staff_047,sess_hr_staff_047_2026-03-19_G5_d3722f,13.24,29.76,82,172.30,87.43,N/A
27410,2026-03-19 06:29:27,senior_analyst_058,sess_senior_analyst_058_2026-03-19_G1_623126,19.69,37.42,58,390.62,96.34,N/A
27411,2026-03-19 06:41:19,data_analyst_054,sess_data_analyst_054_2026-03-19_G1_990b68,22.86,27.34,71,736.62,113.26,N/A
27412,2026-03-19 06:55:52,data_analyst_053,sess_data_analyst_053_2026-03-19_G1_daa902,15.60,38.61,99,258.10,65.49,N/A
27413,2026-03-19 07:04:20,junior_dba_076,sess_junior_dba_076_2026-03-19_G1_23b45e,12.75,41.00,98,409.90,113.39,N/A
27414,2026-03-19 07:15:30,senior_dba_078,sess_senior_dba_078_2026-03-19_G1_796346,27.09,31.28,75,515.63,105.23,OK
27415,2026-03-19 07:16:33.5,senior_analyst_058,sess_senior_analyst_058_2026-03-19_G1_145766,11.92,28.95,69,281.57,110.77,N/A
27416,2026-03-19 07:32:52.5,junior_dba_076,sess_junior_dba_076_2026-03-19_G1_cf9aa2,20.99,38.41,79,572.90,140.79,N/A
27417,2026-03-19 08:32:47.5,data_analyst_053,sess_data_analyst_053_2026-03-19_G1_388243,18.75,41.23,94,641.20,136.31,N/A
27418,2026-03-19 08:42:33.5,senior_analyst_058,sess_senior_analyst_058_2026-03-19_G1_3e2f7f,19.06,36.58,67,628.13,189.52,N/A
27419,2026-03-19 08:42:46,data_analyst_053,sess_data_analyst_053_2026-03-19_G1_388243,21.27,25.95,67,316.19,64.47,N/A
27420,2026-03-19 08:55:28.5,data_analyst_055,sess_data_analyst_055_2026-03-19_G1_b9998a,23.12,27.27,80,620.20,37.48,N/A
27421,2026-03-19 08:57:02,data_analyst_055,sess_data_analyst_055_2026-03-19_G1_b9998a,13.62,37.12,66,315.02,70.51,N/A
27422,2026-03-19 08:57:16,senior_analyst_058,sess_senior_analyst_058_2026-03-19_G1_3e2f7f,8.43,35.57,93,97.99,56.30,N/A
27423,2026-03-19 09:06:10,sales_staff_009,sess_sales_staff_009_2026-03-19_G2_78bc4b,19.80,26.97,79,235.59,106.96,N/A
27427,2026-03-19 09:10:27.5,developer_062,sess_developer_062_2026-03-19_G2_78b58b,20.75,34.30,71,459.08,101.55,N/A
27426,2026-03-19 09:10:47.5,data_engineer_069,sess_data_engineer_069_2026-03-19_G2_9fca23,17.50,36.53,101,544.66,81.46,N/A
27424,2026-03-19 09:12:25,sales_staff_015,sess_sales_staff_015_2026-03-19_G2_4ec240,9.36,24.09,110,182.36,116.63,N/A
27425,2026-03-19 09:15:26.5,senior_dba_077,sess_senior_dba_077_2026-03-19_G2_a7e522,16.13,27.96,72,266.09,72.19,OK
27430,2026-03-19 09:15:44.5,sales_staff_004,sess_sales_staff_004_2026-03-19_G2_60df0f,21.48,36.59,56,431.56,67.30,N/A
27429,2026-03-19 09:17:29.5,accountant_026,sess_accountant_026_2026-03-19_G2_261180,18.47,37.19,70,218.63,72.30,N/A
27428,2026-03-19 09:19:29,data_analyst_054,sess_data_analyst_054_2026-03-19_G2_38121d,22.30,40.58,86,523.67,125.15,N/A
27431,2026-03-19 09:21:59.5,procurement_staff_041,sess_procurement_staff_041_2026-03-19_G2_51c527,24.50,40.23,87,642.72,50.41,N/A
27433,2026-03-19 09:23:55,security_analyst_072,sess_security_analyst_072_2026-03-19_G2_c6de6b,17.62,40.95,76,526.38,60.57,N/A
27434,2026-03-19 09:25:10.5,accountant_027,sess_accountant_027_2026-03-19_G2_0652c9,12.64,29.68,93,533.89,42.85,N/A
27435,2026-03-19 09:30:12,senior_analyst_059,sess_senior_analyst_059_2026-03-19_G2_a91cd3,25.05,40.24,73,220.68,100.13,N/A
27432,2026-03-19 09:30:25,data_engineer_069,sess_data_engineer_069_2026-03-19_G2_ecbcf0,17.54,25.24,106,572.65,65.40,N/A
27437,2026-03-19 09:36:21.5,sales_staff_018,sess_sales_staff_018_2026-03-19_G2_8f3e9f,18.67,32.34,109,216.12,55.30,N/A
27436,2026-03-19 09:37:33,sales_staff_017,sess_sales_staff_017_2026-03-19_G2_91f950,12.17,37.89,86,580.56,77.75,N/A
27438,2026-03-19 09:39:23.5,sales_manager_023,sess_sales_manager_023_2026-03-19_G2_f3f7c4,10.94,38.31,59,437.83,49.17,N/A
27439,2026-03-19 09:40:05.5,sales_staff_019,sess_sales_staff_019_2026-03-19_G2_f9d472,21.66,25.12,82,236.46,48.20,N/A
27440,2026-03-19 09:40:55,sales_staff_007,sess_sales_staff_007_2026-03-19_G2_065ac2,19.72,28.66,108,397.87,67.59,N/A
27441,2026-03-19 09:45:17.5,sales_staff_014,sess_sales_staff_014_2026-03-19_G2_7af606,23.60,25.62,60,513.61,113.44,N/A
27442,2026-03-19 09:47:56,sales_staff_020,sess_sales_staff_020_2026-03-19_G2_7285c1,21.63,35.44,86,343.41,58.14,N/A
27443,2026-03-19 09:52:52,junior_dba_074,sess_junior_dba_074_2026-03-19_G2_59e762,16.68,31.02,108,331.90,113.29,N/A
27444,2026-03-19 09:59:25.5,accountant_025,sess_accountant_025_2026-03-19_G2_ba82b5,17.28,30.83,108,467.70,123.32,N/A
27445,2026-03-19 10:06:32.5,accountant_030,sess_accountant_030_2026-03-19_G2_61cd71,13.44,30.00,79,370.29,129.98,N/A
27447,2026-03-19 10:10:36.5,data_analyst_057,sess_data_analyst_057_2026-03-19_G2_c9a15d,23.95,35.54,60,569.61,125.07,N/A
27446,2026-03-19 10:10:42.5,developer_061,sess_developer_061_2026-03-19_G2_bd9ae9,15.62,31.19,102,467.29,93.33,N/A
27449,2026-03-19 10:19:18.5,procurement_staff_040,sess_procurement_staff_040_2026-03-19_G2_a1fd4f,21.47,37.92,110,535.45,110.57,N/A
27448,2026-03-19 10:25:18.5,sales_manager_021,sess_sales_manager_021_2026-03-19_G2_f5b9cc,30.99,42.55,81,819.44,154.42,N/A
27450,2026-03-19 10:31:02.5,sales_staff_003,sess_sales_staff_003_2026-03-19_G2_9c3c37,13.60,38.97,57,236.02,35.13,N/A
27452,2026-03-19 10:31:23.5,accountant_033,sess_accountant_033_2026-03-19_G2_0ddaf5,22.74,30.48,108,276.73,65.86,N/A
27453,2026-03-19 10:33:51.5,data_engineer_068,sess_data_engineer_068_2026-03-19_G2_14d885,18.88,24.14,71,122.89,90.55,N/A
27451,2026-03-19 10:37:31.5,developer_065,sess_developer_065_2026-03-19_G2_caabd4,17.01,24.35,108,162.13,45.56,N/A
27458,2026-03-19 10:48:20,senior_analyst_059,sess_senior_analyst_059_2026-03-19_G2_7bfff1,9.08,22.38,110,437.88,34.52,N/A
27459,2026-03-19 10:54:16,accountant_028,sess_accountant_028_2026-03-19_G2_377153,9.49,22.38,88,250.08,112.36,N/A
27457,2026-03-19 10:54:41.5,security_analyst_071,sess_security_analyst_071_2026-03-19_G2_4d123d,24.00,34.27,79,457.59,53.02,N/A
27456,2026-03-19 10:55:50,junior_dba_076,sess_junior_dba_076_2026-03-19_G2_b6e183,12.98,29.96,102,522.02,108.40,N/A
27455,2026-03-19 10:57:15,accountant_026,sess_accountant_026_2026-03-19_G2_78d1fa,24.52,27.92,58,675.24,89.94,N/A
27460,2026-03-19 10:59:50.5,developer_062,sess_developer_062_2026-03-19_G2_b4c8b3,9.07,27.19,76,376.91,78.25,N/A
27454,2026-03-19 11:00:59,senior_analyst_059,sess_senior_analyst_059_2026-03-19_G2_7bfff1,19.87,44.32,106,440.89,87.98,N/A
27463,2026-03-19 11:07:04.5,security_analyst_071,sess_security_analyst_071_2026-03-19_G2_bc673d,23.12,39.89,63,388.85,68.15,N/A
27461,2026-03-19 11:07:36,accountant_024,sess_accountant_024_2026-03-19_G2_d8b327,20.77,30.26,71,426.43,65.18,N/A
27468,2026-03-19 11:09:19,sales_staff_005,sess_sales_staff_005_2026-03-19_G2_53e1c8,15.84,25.20,82,92.08,66.20,N/A
27464,2026-03-19 11:14:40.5,developer_066,sess_developer_066_2026-03-19_G2_966c6e,22.74,39.45,83,390.25,44.27,N/A
27467,2026-03-19 11:14:42,accountant_033,sess_accountant_033_2026-03-19_G2_b17a9d,14.78,42.12,101,572.05,108.97,N/A
27465,2026-03-19 11:15:08.5,sales_staff_015,sess_sales_staff_015_2026-03-19_G2_7e8823,11.92,35.37,89,606.14,103.83,N/A
27462,2026-03-19 11:15:37.5,data_engineer_070,sess_data_engineer_070_2026-03-19_G2_65fa40,19.91,38.61,94,229.96,75.23,N/A
27466,2026-03-19 11:17:55,sales_staff_005,sess_sales_staff_005_2026-03-19_G2_53e1c8,15.88,32.06,69,493.74,125.34,N/A
27471,2026-03-19 11:27:58,data_engineer_070,sess_data_engineer_070_2026-03-19_G2_65fa40,11.40,20.94,74,484.64,27.80,N/A
27469,2026-03-19 11:28:34.5,sales_staff_018,sess_sales_staff_018_2026-03-19_G2_6e0811,20.17,40.11,106,579.06,134.02,N/A
27470,2026-03-19 11:29:14.5,security_analyst_071,sess_security_analyst_071_2026-03-19_G2_7f0a11,13.22,23.65,87,200.37,63.65,N/A
27472,2026-03-19 11:39:02,hr_staff_046,sess_hr_staff_046_2026-03-19_G2_b4f3e9,14.41,42.30,74,117.52,108.01,N/A
27473,2026-03-19 11:41:03,accountant_030,sess_accountant_030_2026-03-19_G2_59f5bb,10.65,30.76,92,466.48,85.81,N/A
27475,2026-03-19 11:53:11.5,sales_staff_019,sess_sales_staff_019_2026-03-19_G2_d060b0,23.18,39.88,106,385.90,137.11,N/A
27476,2026-03-19 11:56:18,sales_manager_023,sess_sales_manager_023_2026-03-19_G2_7fd1dc,17.53,28.65,73,357.62,75.57,N/A
27479,2026-03-19 11:56:39.5,developer_061,sess_developer_061_2026-03-19_G2_10e0ad,17.28,30.24,84,498.09,49.74,N/A
27481,2026-03-19 11:57:17,security_analyst_072,sess_security_analyst_072_2026-03-19_G2_e0ef18,14.52,24.87,98,267.48,62.42,N/A
27477,2026-03-19 11:58:28.5,senior_analyst_058,sess_senior_analyst_058_2026-03-19_G2_effafe,19.17,32.02,100,671.69,95.97,N/A
27480,2026-03-19 11:59:39.5,sales_staff_013,sess_sales_staff_013_2026-03-19_G2_a5609c,8.51,33.38,106,251.74,89.03,N/A
27482,2026-03-19 12:01:03.5,procurement_staff_038,sess_procurement_staff_038_2026-03-19_G2_f654a9,9.84,28.12,110,432.35,53.72,N/A
27478,2026-03-19 12:02:22,procurement_manager_045,sess_procurement_manager_045_2026-03-19_G2_c491ef,24.26,31.23,56,637.74,180.61,N/A
27474,2026-03-19 12:03:14,senior_dba_078,sess_senior_dba_078_2026-03-19_G2_9cbe8d,21.26,34.07,64,280.23,107.95,OK
27484,2026-03-19 12:09:15.5,sales_staff_009,sess_sales_staff_009_2026-03-19_G3_c68b24,8.14,26.46,78,363.82,91.44,N/A
27486,2026-03-19 12:19:03,procurement_staff_038,sess_procurement_staff_038_2026-03-19_G3_358c99,15.81,34.60,94,466.03,65.17,N/A
27483,2026-03-19 12:19:21.5,sales_staff_010,sess_sales_staff_010_2026-03-19_G3_8c029b,12.53,32.13,89,346.24,134.02,N/A
27485,2026-03-19 12:20:44,data_analyst_056,sess_data_analyst_056_2026-03-19_G3_1bd7c6,22.86,37.36,62,669.01,94.57,N/A
27488,2026-03-19 12:27:45,accountant_025,sess_accountant_025_2026-03-19_G3_8127f1,20.06,33.04,65,487.19,122.40,N/A
27493,2026-03-19 12:30:02.5,sales_staff_007,sess_sales_staff_007_2026-03-19_G3_f41bb1,19.99,26.54,80,555.17,107.48,N/A
27494,2026-03-19 12:31:02,procurement_manager_044,sess_procurement_manager_044_2026-03-19_G3_08e169,22.69,38.39,79,389.30,116.61,N/A
27490,2026-03-19 12:31:22,sales_staff_011,sess_sales_staff_011_2026-03-19_G3_f680ab,18.68,34.97,94,140.39,81.33,N/A
27487,2026-03-19 12:31:50,hr_staff_049,sess_hr_staff_049_2026-03-19_G3_b6e46c,12.89,35.67,73,487.66,125.91,N/A
27491,2026-03-19 12:33:51.5,sales_staff_005,sess_sales_staff_005_2026-03-19_G3_ba4a91,24.65,25.68,77,653.34,153.04,N/A
27492,2026-03-19 12:35:38.5,accountant_025,sess_accountant_025_2026-03-19_G3_a6f1f6,20.56,36.22,61,352.01,130.50,N/A
27497,2026-03-19 12:37:28,developer_062,sess_developer_062_2026-03-19_G3_d22e79,12.38,30.27,86,175.76,110.83,N/A
27489,2026-03-19 12:38:25,developer_064,sess_developer_064_2026-03-19_G3_35ee79,16.69,40.70,56,328.69,85.22,N/A
27503,2026-03-19 12:41:36,accountant_027,sess_accountant_027_2026-03-19_G3_90ef8f,19.40,40.85,81,131.20,84.24,N/A
27504,2026-03-19 12:45:24.5,hr_staff_050,sess_hr_staff_050_2026-03-19_G3_579379,11.64,34.80,97,326.34,43.62,N/A
27496,2026-03-19 12:46:40.5,accountant_032,sess_accountant_032_2026-03-19_G3_d91ee3,22.64,35.46,61,514.17,63.82,N/A
27495,2026-03-19 12:47:00.5,hr_manager_052,sess_hr_manager_052_2026-03-19_G3_11ae3d,12.94,30.66,94,574.02,116.80,N/A
27501,2026-03-19 12:48:00,data_engineer_068,sess_data_engineer_068_2026-03-19_G3_ee3549,25.36,44.08,109,443.85,96.32,N/A
27500,2026-03-19 12:48:13,developer_060,sess_developer_060_2026-03-19_G3_c12b40,26.49,38.45,73,357.21,60.82,N/A
27499,2026-03-19 12:48:14.5,data_analyst_057,sess_data_analyst_057_2026-03-19_G3_15b3e4,20.27,28.77,63,300.60,92.06,N/A
27509,2026-03-19 12:49:07,procurement_staff_036,sess_procurement_staff_036_2026-03-19_G3_ab0cac,14.23,31.77,69,170.84,55.17,N/A
27502,2026-03-19 12:49:11,hr_staff_051,sess_hr_staff_051_2026-03-19_G3_8ecfd1,20.06,39.45,74,299.41,137.02,N/A
27507,2026-03-19 12:49:43,sales_staff_016,sess_sales_staff_016_2026-03-19_G3_62e98c,22.24,33.31,66,295.43,32.03,N/A
27505,2026-03-19 12:51:46.5,developer_065,sess_developer_065_2026-03-19_G3_5430ee,9.91,32.37,89,76.93,47.91,N/A
27498,2026-03-19 12:53:30,senior_analyst_059,sess_senior_analyst_059_2026-03-19_G3_ff8f96,23.00,27.39,91,621.81,124.95,N/A
27510,2026-03-19 12:54:50,senior_dba_077,sess_senior_dba_077_2026-03-19_G3_30f041,18.28,38.60,68,426.87,91.12,OK
27511,2026-03-19 12:55:29.5,sales_staff_015,sess_sales_staff_015_2026-03-19_G3_16c4eb,20.15,25.40,87,589.06,59.87,N/A
27506,2026-03-19 12:56:15.5,developer_060,sess_developer_060_2026-03-19_G3_b2ed3c,24.67,35.52,83,462.21,56.61,N/A
27512,2026-03-19 12:58:11,developer_066,sess_developer_066_2026-03-19_G3_a5149b,22.49,35.97,98,546.22,79.18,N/A
27515,2026-03-19 12:59:06.5,security_analyst_071,sess_security_analyst_071_2026-03-19_G3_794a2f,15.53,36.97,73,316.32,82.78,N/A
27516,2026-03-19 12:59:13.5,sales_staff_007,sess_sales_staff_007_2026-03-19_G3_378702,21.50,22.72,95,190.53,64.00,N/A
27513,2026-03-19 13:01:26.5,sales_manager_023,sess_sales_manager_023_2026-03-19_G3_9505a0,19.70,38.26,110,529.17,93.03,N/A
27508,2026-03-19 13:01:56.5,developer_065,sess_developer_065_2026-03-19_G3_008d8b,23.73,34.31,75,323.15,95.57,N/A
27514,2026-03-19 13:03:02,sales_staff_012,sess_sales_staff_012_2026-03-19_G3_c225ef,24.85,29.43,81,617.85,66.27,N/A
27517,2026-03-19 13:08:09.5,data_analyst_056,sess_data_analyst_056_2026-03-19_G3_1c76a7,20.62,38.28,71,667.20,116.71,N/A
27519,2026-03-19 13:12:24,accountant_028,sess_accountant_028_2026-03-19_G3_1ffc2f,18.35,43.37,94,545.62,67.22,N/A
27521,2026-03-19 13:15:22.5,sales_staff_014,sess_sales_staff_014_2026-03-19_G3_da7a18,22.90,22.01,76,365.69,131.36,N/A
27522,2026-03-19 13:18:35,developer_066,sess_developer_066_2026-03-19_G3_767f46,20.06,37.34,105,289.97,55.86,N/A
27520,2026-03-19 13:19:16.5,sales_staff_001,sess_sales_staff_001_2026-03-19_G3_5e45b8,18.49,31.55,96,530.03,140.47,N/A
27518,2026-03-19 13:19:49.5,hr_staff_051,sess_hr_staff_051_2026-03-19_G3_a59e5e,27.84,32.76,104,542.60,107.16,N/A
27524,2026-03-19 13:20:25,procurement_staff_036,sess_procurement_staff_036_2026-03-19_G3_eedfee,20.72,42.37,76,668.84,90.74,N/A
27523,2026-03-19 13:20:32.5,sales_staff_014,sess_sales_staff_014_2026-03-19_G3_d65b51,11.27,32.93,84,467.61,71.81,N/A
27525,2026-03-19 13:27:38.5,data_engineer_068,sess_data_engineer_068_2026-03-19_G3_01b508,21.49,31.25,61,502.55,76.00,N/A
27526,2026-03-19 13:28:57,procurement_staff_040,sess_procurement_staff_040_2026-03-19_G3_5574f1,18.51,37.12,79,227.30,75.64,N/A
27527,2026-03-19 13:32:42,accountant_027,sess_accountant_027_2026-03-19_G3_5d2bc4,12.29,38.54,76,381.80,113.43,N/A
27532,2026-03-19 13:34:18.5,procurement_staff_043,sess_procurement_staff_043_2026-03-19_G3_8d7fd1,18.44,34.92,70,547.48,71.70,N/A
27529,2026-03-19 13:34:57,procurement_staff_040,sess_procurement_staff_040_2026-03-19_G3_3bbaac,6.15,38.76,78,581.97,101.52,N/A
27530,2026-03-19 13:37:58.5,procurement_staff_039,sess_procurement_staff_039_2026-03-19_G3_1543ef,21.85,40.66,100,378.60,97.02,N/A
27533,2026-03-19 13:38:52.5,developer_061,sess_developer_061_2026-03-19_G3_08aa8a,11.09,45.27,64,245.79,92.25,N/A
27528,2026-03-19 13:43:08.5,data_analyst_055,sess_data_analyst_055_2026-03-19_G3_6e266e,22.57,40.39,81,713.51,168.86,N/A
27534,2026-03-19 13:47:00,data_analyst_056,sess_data_analyst_056_2026-03-19_G3_04e619,17.20,41.68,91,511.16,131.29,N/A
27531,2026-03-19 13:48:58.5,sales_staff_001,sess_sales_staff_001_2026-03-19_G3_727309,17.08,41.91,90,643.62,134.05,N/A
27535,2026-03-19 13:52:41.5,accountant_033,sess_accountant_033_2026-03-19_G3_679221,17.39,26.12,58,578.72,105.04,N/A
27541,2026-03-19 13:53:05,sales_staff_001,sess_sales_staff_001_2026-03-19_G3_727309,16.71,32.25,94,290.81,15.52,N/A
27538,2026-03-19 13:54:31,junior_dba_074,sess_junior_dba_074_2026-03-19_G3_09373f,15.58,33.24,75,245.62,51.55,N/A
27536,2026-03-19 13:58:57,accountant_024,sess_accountant_024_2026-03-19_G3_eba4bd,16.38,43.58,65,567.04,30.64,N/A
27537,2026-03-19 14:00:05,sales_staff_006,sess_sales_staff_006_2026-03-19_G3_5b50ed,22.64,36.55,68,224.96,110.75,N/A
27542,2026-03-19 14:01:18,sales_staff_013,sess_sales_staff_013_2026-03-19_G3_1cfe15,7.92,32.60,69,528.68,47.46,N/A
27539,2026-03-19 14:02:07,sales_staff_016,sess_sales_staff_016_2026-03-19_G3_aaa425,12.64,38.59,102,333.56,50.11,N/A
27543,2026-03-19 14:06:11,procurement_manager_044,sess_procurement_manager_044_2026-03-19_G3_349a97,12.22,28.63,93,502.87,81.60,N/A
27540,2026-03-19 14:07:26.5,data_engineer_069,sess_data_engineer_069_2026-03-19_G3_83d7cd,15.48,35.91,105,200.15,51.52,N/A
27544,2026-03-19 14:07:48,accountant_028,sess_accountant_028_2026-03-19_G3_f7afa9,14.73,34.27,69,667.72,156.11,N/A
27547,2026-03-19 14:11:54.5,hr_staff_046,sess_hr_staff_046_2026-03-19_G4_8cb319,18.49,24.86,78,156.79,25.66,N/A
27545,2026-03-19 14:12:48.5,data_engineer_068,sess_data_engineer_068_2026-03-19_G3_5075bd,15.40,39.23,67,295.93,85.21,N/A
27546,2026-03-19 14:12:55,sales_staff_016,sess_sales_staff_016_2026-03-19_G4_45956d,17.09,36.45,75,419.33,121.35,N/A
27548,2026-03-19 14:18:51,data_analyst_054,sess_data_analyst_054_2026-03-19_G4_4ac108,13.36,28.83,63,534.88,75.29,N/A
27549,2026-03-19 14:22:32,procurement_staff_036,sess_procurement_staff_036_2026-03-19_G4_63f64e,23.83,40.24,76,438.62,49.94,N/A
27550,2026-03-19 14:29:33.5,procurement_staff_039,sess_procurement_staff_039_2026-03-19_G4_62e5cd,21.67,41.67,58,251.50,86.70,N/A
27551,2026-03-19 14:36:28.5,hr_manager_052,sess_hr_manager_052_2026-03-19_G4_1587bf,17.63,22.59,107,492.17,56.26,N/A
27556,2026-03-19 14:41:47.5,junior_dba_074,sess_junior_dba_074_2026-03-19_G4_a629f3,17.15,35.01,69,505.36,62.80,N/A
27553,2026-03-19 14:42:51,hr_staff_050,sess_hr_staff_050_2026-03-19_G4_b97331,22.79,41.23,64,336.67,122.07,N/A
27554,2026-03-19 14:44:39.5,procurement_staff_042,sess_procurement_staff_042_2026-03-19_G4_9f9c47,22.52,25.83,70,705.04,164.02,N/A
27558,2026-03-19 14:47:28.5,sales_staff_009,sess_sales_staff_009_2026-03-19_G4_d3c4dd,17.19,38.58,76,196.39,68.38,N/A
27552,2026-03-19 14:50:47,sales_manager_022,sess_sales_manager_022_2026-03-19_G4_4a7b05,24.07,29.88,78,926.70,173.39,N/A
27555,2026-03-19 14:52:18,sales_staff_010,sess_sales_staff_010_2026-03-19_G4_b73495,13.39,29.33,109,537.42,128.65,N/A
27557,2026-03-19 14:55:15.5,sales_staff_017,sess_sales_staff_017_2026-03-19_G4_c527b3,19.38,26.68,93,550.16,192.40,N/A
27559,2026-03-19 14:56:01,sales_staff_010,sess_sales_staff_010_2026-03-19_G4_b73495,7.87,24.86,87,414.04,53.11,N/A
